,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9
0,0.6818292741176493,-0.8753914307018461,0.8968049126344072,-0.849773372848708,0.5258093494781583,0.6837467215048686,0.3762774632534165,1.8604040481091713,0.17530597201449707,-1.5741672228313608
1,0.10637779944998976,-0.1765046142572794,-0.11985531463645027,-1.4672629144337854,0.5395160141248984,-0.6466436013218323,2.6099800623895555,-0.2442819268442653,0.19882804126445996,-0.5596760901723487
2,-0.8373152219264401,-1.3267857912526104,0.11488969521477871,0.5189509245075599,-0.7164207843867992,-1.0709799323575373,0.7423002544553807,-0.10676107081848404,0.8670615545584208,1.5482891921462045
3,1.5664010305866045,1.2379563327335237,-1.3596776522184706,0.29649784176213373,0.23835293455612208,1.541617154558293,-0.08624653172908377,0.6928001715898211,-0.4290391558809077,-0.3338135548745781
4,0.3288875396416859,-0.9591007117003224,0.9987872798806501,-0.4616506332336028,0.3282184708733988,1.5090934296347445,-0.4145839948057714,1.0340251682684527,0.0508983730808825,-0.36247945396927056
5,0.7596990473106083,-1.3135783721772492,0.5457074592998052,1.2753683511024971,0.9112753733608786,0.052762122553124555,2.1534809581462637,-1.0414573341509092,0.8530086517984468,1.0304725683360176
6,1.1910484581506784,-0.6757056910394728,0.20112418578976357,1.1373843451152938,-0.75822358649875,1.1162497063327927,0.5027874848338431,-0.49874719110143106,0.5556285501757949,-2.366426662684645
7,-1.6965180566274927,1.5934514806841886,0.29337791149743925,1.6695137789729717,0.3647154401348941,1.6619941327890986,-1.1169760822010912,0.8444558822199052,-0.8985607777604865,-0.06902976517801329
8,1.1414819256092448,0.8674447862787962,-0.4362894739784983,1.770459083329888,1.2034692134180875,-0.3020510066447566,0.01975419154899315,-1.4460864820561514,0.5599345031763346,-0.03489622062607031
9,-0.11101056547726167,0.5738054016980038,1.6595977092051752,-1.284703114166888,0.9414370266253878,0.7064240110340809,-0.5121454736271022,-2.305094683081092,1.0169308006736566,0.1607943311121346
10,0.4291976742184968,-0.7161876410116375,0.4436979115625642,-1.6925928905299676,1.0658733601501595,0.4965028626677015,2.0898105136709093,0.2267024375128262,0.7222278229922959,-0.5067467766589081
11,-0.5737276784488261,0.466639586887594,-0.5512462237178419,0.009791941190306262,0.4001483246479689,0.33595196892999774,0.8274826526088056,0.9521590503592567,-1.3008083521027103,-1.0854976272808665
12,-1.2035781250708641,-0.14170856215306085,-0.7722124365044624,0.7274737348464433,0.23281980603047256,0.29715574420251967,1.576107934499314,-0.12442003550582025,-1.086695060534799,-0.9138086499247986
13,-1.397354528410869,-0.029388029940356136,0.03581024630049007,-0.30433080642127425,2.156354868669386,-0.6779108755579619,-0.1363231167802086,-0.20986858563896943,0.6832745422439926,-0.2779151091409791
14,-0.34039643985988266,0.4015456022768949,0.4936537742382228,1.6996662781918643,0.002490825309190931,-1.8097604715481066,0.5132327086786359,0.6346704128463164,0.47003094136076684,0.267539769145981
15,0.7677443820316812,0.8247964992689308,-0.710607100339095,0.35212049520952565,-0.09967688281285583,-0.7835904945714673,-0.10569070581025346,-0.24446988562156066,1.1327144565890686,0.4485470835761018
16,1.6477149365662402,-1.15434167377814,1.5908183280782127,0.8354331615257901,0.7527724684336023,1.8830458334450713,-0.9033482326098278,-1.6726904493930101,-0.8243363264821382,0.2895636742569277
